url,family,locale,source,http_status,final_url,redirect_count,indexable,canonical,title,meta_description,h1,robots_meta,hreflang,structured_data_types,notes
https://vediums.com/termos,legal,pt-BR,sitemap.xml,200,https://vediums.com/termos,0,sim,https://vediums.com/termos,Termos de Uso e Contratação - Vedium,"Termos de Uso e Contratação da Vedium: cadastro, planos, pagamento, aulas ao vivo, cancelamento e propriedade intelectual.",1 h1(s): Termos de Uso e Contratação,"index, follow",0,,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/privacidade,legal,pt-BR,sitemap.xml,200,https://vediums.com/privacidade,0,sim,https://vediums.com/privacidade,Política de Privacidade - Vedium,"Como a Vedium coleta, usa e protege dados pessoais em conformidade com a LGPD. Direitos dos titulares, DPO e canais de contato.",1 h1(s): Política de Privacidade,"index, follow",0,,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/cookies,legal,pt-BR,sitemap.xml,200,https://vediums.com/cookies,0,sim,https://vediums.com/cookies,Política de Cookies - Vedium,"Como a Vedium usa cookies necessários, de analytics e de marketing, e como gerenciar suas preferências a qualquer momento.",1 h1(s): Política de Cookies,"index, follow",0,,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/cancelamento-reembolso,legal,pt-BR,sitemap.xml,200,https://vediums.com/cancelamento-reembolso,0,sim,https://vediums.com/cancelamento-reembolso,Cancelamento e Reembolso - Vedium,"Regras de cancelamento de assinatura, direito de arrependimento de 7 dias corridos e reembolso na Vedium. Sem fidelidade, sem multa.",1 h1(s): Política de Cancelamento e Reembolso,"index, follow",0,,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/gravacao-imagem-voz,legal,pt-BR,sitemap.xml,200,https://vediums.com/gravacao-imagem-voz,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/propriedade-intelectual,legal,pt-BR,sitemap.xml,200,https://vediums.com/propriedade-intelectual,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/comunidade,institutional,pt-BR,sitemap.xml,200,https://vediums.com/comunidade,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/programa-de-indicacao,conversion,pt-BR,sitemap.xml,200,https://vediums.com/programa-de-indicacao,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/empresas,b2b,pt-BR,sitemap.xml,200,https://vediums.com/empresas,0,sim,https://vediums.com/empresas,Vedium para Empresas — treinamento de idiomas em equipe,"Aulas ao vivo de inglês, iorubá e português para estrangeiros para equipes: diagnóstico por colaborador, turmas por nível e objetivo, e relatório de progresso para o gestor.","1 h1(s): Sua equipe fluente em idiomas, com aulas 100% ao vivo","index, follow, max-image-preview:large",6,BreadcrumbList;ListItem;Organization;Service,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/faq,institutional,pt-BR,sitemap.xml,200,https://vediums.com/faq,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/diferenciais,institutional,pt-BR,sitemap.xml,200,https://vediums.com/diferenciais,0,sim,https://vediums.com/diferenciais,Diferenciais - Vedium,"Conheça os diferenciais da Vedium: aulas 100% ao vivo, professores qualificados, sem contrato de fidelidade, certificado de conclusão e suporte de verdade.",1 h1(s): O que muda de verdade na hora de aprender um idioma,"index, follow, max-image-preview:large",6,BreadcrumbList;ListItem;WebPage,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/metodologia,institutional,pt-BR,sitemap.xml,200,https://vediums.com/metodologia,0,sim,https://vediums.com/metodologia,Metodologia - Vedium,"Conheça a metodologia da Vedium: aulas ao vivo em turma compatível com seu nível, foco em conversação real desde a primeira aula e evolução por níveis, do básico ao avançado.","1 h1(s): Aula ao vivo, conversação real e evolução por nível","index, follow, max-image-preview:large",6,BreadcrumbList;HowTo;HowToStep;ListItem,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/aulas-ao-vivo,institutional,pt-BR,sitemap.xml,200,https://vediums.com/aulas-ao-vivo,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/parcerias,institutional,pt-BR,sitemap.xml,200,https://vediums.com/parcerias,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/teste-de-nivel,conversion,pt-BR,sitemap.xml,200,https://vediums.com/teste-de-nivel,0,sim,https://vediums.com/teste-de-nivel,Teste de Nível de Português para Estrangeiros - Vedium,"Faça um teste gratuito de português para estrangeiros com gramática, leitura, escuta, escrita e fala para estimar seu nível CEFR A1 a C1.",1 h1(s): Descubra seu nível de português antes de começar as aulas,"index, follow, max-image-preview:large",6,Organization;WebPage,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/teste-de-nivel-ingles,conversion,pt-BR,sitemap.xml,200,https://vediums.com/teste-de-nivel-ingles,0,sim,https://vediums.com/teste-de-nivel-ingles,Teste de Nível de Inglês - Vedium,"Faça um teste gratuito de inglês com gramática, leitura, escuta, escrita e fala para estimar seu nível CEFR A1 a C1.",1 h1(s): Descubra seu nível de inglês antes de escolher a trilha,"index, follow, max-image-preview:large",0,Organization;WebPage,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/contato,conversion,pt-BR,sitemap.xml,200,https://vediums.com/contato,0,sim,https://vediums.com/contato,Contato - Vedium,"Fale com a Vedium: WhatsApp, e-mail e suporte ao aluno. Atendimento 100% online, em todo o Brasil. Tire suas dúvidas sobre os cursos de Inglês e Iorubá.",0 h1(s),"index, follow, max-image-preview:large",6,,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/carreiras,institutional,pt-BR,sitemap.xml,200,https://vediums.com/carreiras,0,sim,https://vediums.com/carreiras,Trabalhe Conosco - Vedium,"Trabalhe na Vedium: vagas para professores de inglês, iorubá, português para estrangeiros, hebraico, espanhol e mais, além de atendimento, marketing e vendas. Envie sua candidatura.",1 h1(s): Faça parte do time Vedium,"index, follow, max-image-preview:large",7,BreadcrumbList;ListItem,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/curso-de-ingles-online,language-pillar,pt-BR,sitemap.xml,200,https://vediums.com/curso-de-ingles-online,0,sim,https://vediums.com/curso-de-ingles-online,Curso de Inglês Online ao Vivo do A1 ao C1 | Vedium,"Aulas de inglês online ao vivo, turmas pequenas e progressão do A1 ao C1. Faça o teste de nível grátis.",1 h1(s): Curso de inglês online ao vivo do A1 ao C1,"index, follow, max-image-preview:large",7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/ingles-para-entrevista,objective,pt-BR,sitemap.xml,200,https://vediums.com/ingles-para-entrevista,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/ingles-para-programadores,objective,pt-BR,sitemap.xml,200,https://vediums.com/ingles-para-programadores,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/ingles-executivo,objective,pt-BR,sitemap.xml,200,https://vediums.com/ingles-executivo,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/ingles-para-viagens,objective,pt-BR,sitemap.xml,200,https://vediums.com/ingles-para-viagens,0,sim,https://vediums.com/ingles-para-viagens,Inglês para Viagens — Vedium,"Inglês para viagens com aulas ao vivo: aeroporto, hotel, restaurante, transporte, emergências e conversação prática.",1 h1(s): Inglês prático para viajar com autonomia,"index, follow, max-image-preview:large",7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/ingles-para-atendimento-ao-cliente,objective,pt-BR,sitemap.xml,200,https://vediums.com/ingles-para-atendimento-ao-cliente,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/curso-de-ioruba-online,language-pillar,pt-BR,sitemap.xml,200,https://vediums.com/curso-de-ioruba-online,0,sim,https://vediums.com/curso-de-ioruba-online,Curso de Iorubá Online | Vedium,"Curso de iorubá online com aulas ao vivo, pronúncia, vocabulário, cultura e trilha estruturada para iniciantes.","1 h1(s): Aprenda iorubá online com estrutura, pronúncia e contexto cultural","index, follow, max-image-preview:large",5,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/ioruba-para-iniciantes,objective,pt-BR,sitemap.xml,200,https://vediums.com/ioruba-para-iniciantes,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/ioruba-cultura-e-ancestralidade,objective,pt-BR,sitemap.xml,200,https://vediums.com/ioruba-cultura-e-ancestralidade,0,sim,https://vediums.com/ioruba-cultura-e-ancestralidade,"Iorubá, Cultura e Ancestralidade — Vedium","Aprenda iorubá online com contexto cultural, ancestralidade, saudações, pronúncia e prática guiada ao vivo.","1 h1(s): Iorubá para aprender língua, memória e cultura","index, follow, max-image-preview:large",5,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/portugues-para-estrangeiros,language-pillar,pt-BR,sitemap.xml,200,https://vediums.com/portugues-para-estrangeiros,0,sim,https://vediums.com/portugues-para-estrangeiros,Português para Estrangeiros | Vedium,"Português para estrangeiros com aulas ao vivo para morar, trabalhar, estudar e se comunicar melhor no Brasil.",1 h1(s): Português para estrangeiros com foco em vida real no Brasil,"index, follow, max-image-preview:large",7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/portugues-para-executivos,objective,pt-BR,sitemap.xml,200,https://vediums.com/portugues-para-executivos,0,sim,https://vediums.com/portugues-para-executivos,Português para Executivos — Vedium,"Português para executivos estrangeiros com aulas ao vivo para reuniões, negócios, apresentações e adaptação cultural no Brasil.",1 h1(s): Português para executivos que trabalham com o Brasil,"index, follow, max-image-preview:large",7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/preparatorio-celpe-bras,objective,pt-BR,sitemap.xml,200,https://vediums.com/preparatorio-celpe-bras,0,sim,https://vediums.com/preparatorio-celpe-bras,Preparatório Celpe-Bras — Vedium,"Preparação para Celpe-Bras com português para estrangeiros, escrita, fala, compreensão e simulados orientados.",1 h1(s): Preparação orientada para o Celpe-Bras,"index, follow, max-image-preview:large",7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/curso-de-espanhol-online,language-pillar,pt-BR,sitemap.xml,200,https://vediums.com/curso-de-espanhol-online,0,sim,https://vediums.com/curso-de-espanhol-online,Curso de Espanhol Online ao Vivo (Básico ao Avançado) | Vedium,"Curso de espanhol online ao vivo da Vedium: aulas com professor em tempo real, do Básico ao Avançado, foco em conversação e correção de portunhol. A partir de R$ 297/mês.","1 h1(s): Curso de espanhol online ao vivo, com professor de verdade","index, follow, max-image-preview:large",2,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/curso-de-hebraico-online,language-pillar,pt-BR,sitemap.xml,200,https://vediums.com/curso-de-hebraico-online,0,sim,https://vediums.com/curso-de-hebraico-online,Curso de Hebraico Online ao Vivo (com Alfabetização) | Vedium,"Curso de hebraico moderno online ao vivo da Vedium: alfabetização incluída, turma pequena, professor especialista. A partir de R$ 397/mês.","1 h1(s): Aprenda hebraico moderno online, com alfabetização e professor ao vivo","index, follow, max-image-preview:large",2,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/blog,blog-hub,pt-BR,sitemap.xml,200,https://vediums.com/blog,0,sim,https://vediums.com/blog,"Dicas de idiomas, cultura e aprendizado | Blog Vedium","Conteúdos sobre inglês, espanhol, hebraico, iorubá e português para estrangeiros, com dicas práticas, cultura, aprendizagem online e orientação para quem estuda idiomas com aulas ao vivo.","1 h1(s): Blog da Vedium: idiomas, cultura e aprendizado","index, follow, max-image-preview:large",0,Blog;BreadcrumbList;ListItem;Organization,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/blog/ingles,blog-category,pt-BR,sitemap.xml,200,https://vediums.com/blog/ingles,0,sim,https://vediums.com/blog/ingles,"Inglês para carreira, viagens e conversas reais | Vedium","Conteúdos para quem deseja aprender inglês com clareza, entender como o idioma funciona e evoluir nível a nível.","1 h1(s): Inglês para carreira, viagens e conversas reais","index, follow, max-image-preview:large",0,Answer;Blog;BreadcrumbList;CollectionPage;FAQPage;ListItem;Organization;Question,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/blog/ioruba,blog-category,pt-BR,sitemap.xml,200,https://vediums.com/blog/ioruba,0,sim,https://vediums.com/blog/ioruba,"Iorubá: idioma, cultura e ancestralidade com respeito | Vedium","Guias sobre o idioma iorubá (alfabeto, tons, saudações, números e cultura) pensados para quem está começando do zero.","1 h1(s): Iorubá: idioma, cultura e ancestralidade com respeito","index, follow, max-image-preview:large",0,Answer;Blog;BreadcrumbList;CollectionPage;FAQPage;ListItem;Organization;Question,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/blog/hebraico,blog-category,pt-BR,sitemap.xml,200,https://vediums.com/blog/hebraico,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/blog/espanhol,blog-category,pt-BR,sitemap.xml,200,https://vediums.com/blog/espanhol,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/en,homepage,en,sitemap.xml,200,https://vediums.com/en,0,sim,https://vediums.com/en,Vedium - Live Online Courses in Five Languages,"Learn English (levels A1 to C1) and Yoruba with Vedium: live classes with qualified teachers, a completion certificate, and real student support. Start your fluency journey today.",0 h1(s),"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",6,ContactPoint;EducationalOrganization;PostalAddress,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/en/catalogo,course-hub,en,sitemap.xml,200,https://vediums.com/en/catalogo,0,sim,https://vediums.com/en/catalogo,Course Catalog — Live Online Language Courses | Vedium,Vedium,0 h1(s),"index, follow, max-image-preview:large",6,ItemList;ListItem,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/en/sobre,institutional,en,sitemap.xml,200,https://vediums.com/en/sobre,0,sim,https://vediums.com/en/sobre,About Vedium — Live Online Language School,"Get to know Vedium: an online language school with live classes, qualified teachers and a certificate. English (A1 to C1) and Yoruba, from beginner to advanced.",0 h1(s),"index, follow, max-image-preview:large",6,,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/en/como-funciona,institutional,en,sitemap.xml,200,https://vediums.com/en/como-funciona,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/en/faq,institutional,en,sitemap.xml,200,https://vediums.com/en/faq,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/en/contato,conversion,en,sitemap.xml,200,https://vediums.com/en/contato,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/en/planos,conversion,en,sitemap.xml,200,https://vediums.com/en/planos,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/en/matricula,conversion,en,sitemap.xml,200,https://vediums.com/en/matricula,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/en/aula-diagnostica,conversion,en,sitemap.xml,200,https://vediums.com/en/aula-diagnostica,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/en/learn-yoruba-online,language-pillar,en,sitemap.xml,200,https://vediums.com/en/learn-yoruba-online,0,sim,https://vediums.com/en/learn-yoruba-online,Learn Yoruba Online — Live Classes with Real Teachers | Vedium,"Learn Yoruba online with live classes: pronunciation, tones, greetings, vocabulary and cultural context. A structured path for beginners and heritage learners.","1 h1(s): Learn Yoruba online with structure, pronunciation and real cultural context","index, follow, max-image-preview:large",4,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/en/learn-portuguese-brazil,language-pillar,en,sitemap.xml,200,https://vediums.com/en/learn-portuguese-brazil,0,sim,https://vediums.com/en/learn-portuguese-brazil,Learn Brazilian Portuguese Online — Classes for Foreigners | Vedium,"Learn Brazilian Portuguese online with live classes for foreigners: real conversation, pronunciation, everyday vocabulary and culture to live, work and study in Brazil.","1 h1(s): Brazilian Portuguese for foreigners, focused on real life in Brazil","index, follow, max-image-preview:large",7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/en/blog,blog-hub,en,sitemap.xml,200,https://vediums.com/en/blog,0,sim,https://vediums.com/en/blog,Brazilian Portuguese guides for expats | Vedium Blog,"Free guides on Brazilian Portuguese for expats, relocation and everyday life in Brazil, written by Vedium",1 h1(s): Vedium Blog: Brazilian Portuguese for expats and relocation,"index, follow, max-image-preview:large",0,Blog;BreadcrumbList;ListItem;Organization,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/en/blog/brazilian-portuguese,blog-category,en,sitemap.xml,200,https://vediums.com/en/blog/brazilian-portuguese,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/en/portuguese-placement-test,conversion,en,sitemap.xml,200,https://vediums.com/en/portuguese-placement-test,0,sim,https://vediums.com/en/portuguese-placement-test,Brazilian Portuguese Placement Test — Vedium,"Take a free Brazilian Portuguese placement test with grammar, reading, listening, writing and speaking to estimate your CEFR level from A1 to C1.",1 h1(s): Find out your Brazilian Portuguese level before you start classes,"index, follow, max-image-preview:large",6,Organization;WebPage,"CONFIRMADO EM PRODUCAO (amostra detalhada, verificado em 2026-08-24)."
https://vediums.com/en/yoruba-for-beginners,objective,en,sitemap.xml,200,https://vediums.com/en/yoruba-for-beginners,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/en/yoruba-culture-and-heritage,objective,en,sitemap.xml,200,https://vediums.com/en/yoruba-culture-and-heritage,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
https://vediums.com/en/portuguese-for-executives,objective,en,sitemap.xml,200,https://vediums.com/en/portuguese-for-executives,0,,,,,,,,,"CONFIRMADO EM PRODUCAO: HTTP 200 sem redirect (--max-redirs 0), verificado em lote em 2026-08-24. Demais campos nao amostrados individualmente -- ver seo-snapshot.csv para a amostra detalhada."
