url,title,title_length,meta_description,meta_description_length,canonical,h1_count,h1,robots,language,hreflang_count,schema_types,breadcrumb_present,og_title,og_description,og_image,twitter_card,status,notes
https://vediums.com/curso-de-ingles-online,Curso de Inglês Online ao Vivo do A1 ao C1 | Vedium,51,"Aulas de inglês online ao vivo, turmas pequenas e progressão do A1 ao C1. Faça o teste de nível grátis.",103,https://vediums.com/curso-de-ingles-online,1,Curso de inglês online ao vivo do A1 ao C1,"index, follow, max-image-preview:large",pt-BR,7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Curso de Inglês Online ao Vivo do A1 ao C1 | Vedium,"Aulas de inglês online ao vivo, turmas pequenas e progressão do A1 ao C1. Faça o teste de nível grátis.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/en/learn-english-online,Learn English Online — Live Classes (A1 to C1) | Vedium,55,Vedium,6,https://vediums.com/en/learn-english-online,1,Learn English online in live classes with a real teacher,"index, follow, max-image-preview:large",en,7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Learn English Online — Live Classes (A1 to C1) | Vedium,Vedium,https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/es/curso-de-ingles-online-en-vivo,Curso de Inglés Online en Vivo (A1 a C1) — Vedium,49,"Curso de inglés online en vivo de Vedium: clases en tiempo real con profesor, de A1 a C1, enfocado en conversación, con certificado y un plan según tu objetivo. Desde US$ 120/mes.",179,https://vediums.com/es/curso-de-ingles-online-en-vivo,1,Aprende inglés online en clases en vivo con un profesor real,"index, follow, max-image-preview:large",es,7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Curso de Inglés Online en Vivo (A1 a C1) — Vedium,"Curso de inglés online en vivo de Vedium: clases en tiempo real con profesor, de A1 a C1, enfocado en conversación, con certificado y un plan según tu objetivo. Desde US$ 120/mes.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/fr/cours-anglais-en-ligne-en-direct,Cours d'Anglais en Ligne en Direct (A1 à C1) — Vedium,53,Cours d,7,https://vediums.com/fr/cours-anglais-en-ligne-en-direct,1,Apprenez l'anglais en ligne en cours en direct avec un vrai professeur,"index, follow, max-image-preview:large",fr,7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Cours d,Cours d,https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/de/englischkurs-online-live,Englischkurs Online Live (A1 bis C1) — Vedium,45,"Live-Englischkurs online bei Vedium: Unterricht in Echtzeit mit Lehrkraft, von A1 bis C1, mit Fokus auf Konversation, Zertifikat und einem Plan nach Ihrem Ziel. Ab 110 €/Monat.",176,https://vediums.com/de/englischkurs-online-live,1,Englisch online lernen im Live-Unterricht mit echter Lehrkraft,"index, follow, max-image-preview:large",de,7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Englischkurs Online Live (A1 bis C1) — Vedium,"Live-Englischkurs online bei Vedium: Unterricht in Echtzeit mit Lehrkraft, von A1 bis C1, mit Fokus auf Konversation, Zertifikat und einem Plan nach Ihrem Ziel. Ab 110 €/Monat.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/curso-de-ioruba-online,Curso de Iorubá Online | Vedium,31,"Curso de iorubá online com aulas ao vivo, pronúncia, vocabulário, cultura e trilha estruturada para iniciantes.",111,https://vediums.com/curso-de-ioruba-online,1,"Aprenda iorubá online com estrutura, pronúncia e contexto cultural","index, follow, max-image-preview:large",pt-BR,5,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Curso de Iorubá Online | Vedium,"Curso de iorubá online com aulas ao vivo, pronúncia, vocabulário, cultura e trilha estruturada para iniciantes.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/en/learn-yoruba-online,Learn Yoruba Online — Live Classes with Real Teachers | Vedium,62,"Learn Yoruba online with live classes: pronunciation, tones, greetings, vocabulary and cultural context. A structured path for beginners and heritage learners.",159,https://vediums.com/en/learn-yoruba-online,1,"Learn Yoruba online with structure, pronunciation and real cultural context","index, follow, max-image-preview:large",en,4,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Learn Yoruba Online — Live Classes with Real Teachers | Vedium,"Learn Yoruba online with live classes: pronunciation, tones, greetings, vocabulary and cultural context. A structured path for beginners and heritage learners.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/es/curso-de-yoruba-online,Curso de Yoruba Online — Clases en Vivo con Profesores Reales | Vedium,70,"Aprende yoruba online con clases en vivo: pronunciación, tonos, saludos, vocabulario y contexto cultural. Un camino estructurado para principiantes y para quienes buscan reconectar con sus raíces.",196,https://vediums.com/es/curso-de-yoruba-online,1,"Aprende yoruba online con estructura, pronunciación y contexto cultural real","index, follow, max-image-preview:large",es,5,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Curso de Yoruba Online — Clases en Vivo con Profesores Reales | Vedium,"Aprende yoruba online con clases en vivo: pronunciación, tonos, saludos, vocabulario y contexto cultural. Un camino estructurado para principiantes y para quienes buscan reconectar con sus raíces.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/portugues-para-estrangeiros,Português para Estrangeiros | Vedium,36,"Português para estrangeiros com aulas ao vivo para morar, trabalhar, estudar e se comunicar melhor no Brasil.",109,https://vediums.com/portugues-para-estrangeiros,1,Português para estrangeiros com foco em vida real no Brasil,"index, follow, max-image-preview:large",pt-BR,7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Português para Estrangeiros | Vedium,"Português para estrangeiros com aulas ao vivo para morar, trabalhar, estudar e se comunicar melhor no Brasil.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/en/learn-portuguese-brazil,Learn Brazilian Portuguese Online — Classes for Foreigners | Vedium,67,"Learn Brazilian Portuguese online with live classes for foreigners: real conversation, pronunciation, everyday vocabulary and culture to live, work and study in Brazil.",168,https://vediums.com/en/learn-portuguese-brazil,1,"Brazilian Portuguese for foreigners, focused on real life in Brazil","index, follow, max-image-preview:large",en,7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Learn Brazilian Portuguese Online — Classes for Foreigners | Vedium,"Learn Brazilian Portuguese online with live classes for foreigners: real conversation, pronunciation, everyday vocabulary and culture to live, work and study in Brazil.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/es/portugues-para-extranjeros,Portugués para Extranjeros Online — Clases en Vivo | Vedium,59,"Aprende portugués de Brasil online con clases en vivo para extranjeros: conversación real, pronunciación, vocabulario cotidiano y cultura para vivir, trabajar y estudiar en Brasil.",180,https://vediums.com/es/portugues-para-extranjeros,1,"Portugués de Brasil para extranjeros, enfocado en la vida real en Brasil","index, follow, max-image-preview:large",es,7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Portugués para Extranjeros Online — Clases en Vivo | Vedium,"Aprende portugués de Brasil online con clases en vivo para extranjeros: conversación real, pronunciación, vocabulario cotidiano y cultura para vivir, trabajar y estudiar en Brasil.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/fr/portugais-pour-etrangers,Portugais du Brésil pour Étrangers — Cours en Ligne en Direct | Vedium,70,"Apprenez le portugais du Brésil en ligne avec des cours en direct pour étrangers : conversation réelle, prononciation, vocabulaire quotidien et culture pour vivre, travailler et étudier au Brésil.",196,https://vediums.com/fr/portugais-pour-etrangers,1,"Le portugais du Brésil pour étrangers, centré sur la vie réelle au Brésil","index, follow, max-image-preview:large",fr,7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Portugais du Brésil pour Étrangers — Cours en Ligne en Direct | Vedium,"Apprenez le portugais du Brésil en ligne avec des cours en direct pour étrangers : conversation réelle, prononciation, vocabulaire quotidien et culture pour vivre, travailler et étudier au Brésil.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/de/portugiesisch-fuer-auslaender,Brasilianisches Portugiesisch für Ausländer — Live-Online-Kurs | Vedium,71,"Lernen Sie brasilianisches Portugiesisch online mit Live-Unterricht für Ausländer: echte Konversation, Aussprache, Alltagswortschatz und Kultur, um in Brasilien zu leben, zu arbeiten und zu studieren.",200,https://vediums.com/de/portugiesisch-fuer-auslaender,1,"Brasilianisches Portugiesisch für Ausländer, ausgerichtet auf das echte Leben in Brasilien","index, follow, max-image-preview:large",de,7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Brasilianisches Portugiesisch für Ausländer — Live-Online-Kurs | Vedium,"Lernen Sie brasilianisches Portugiesisch online mit Live-Unterricht für Ausländer: echte Konversation, Aussprache, Alltagswortschatz und Kultur, um in Brasilien zu leben, zu arbeiten und zu studieren.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/ru/portugalskiy-dlya-inostrantsev,Бразильский португальский для иностранцев — живой онлайн-курс | Vedium,70,"Изучайте бразильский португальский онлайн с живыми занятиями для иностранцев: настоящий разговор, произношение, повседневная лексика и культура для жизни, работы и учёбы в Бразилии.",181,https://vediums.com/ru/portugalskiy-dlya-inostrantsev,1,"Бразильский португальский для иностранцев, ориентированный на реальную жизнь в Бразилии","index, follow, max-image-preview:large",ru,7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Бразильский португальский для иностранцев — живой онлайн-курс | Vedium,"Изучайте бразильский португальский онлайн с живыми занятиями для иностранцев: настоящий разговор, произношение, повседневная лексика и культура для жизни, работы и учёбы в Бразилии.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/curso-de-espanhol-online,Curso de Espanhol Online ao Vivo (Básico ao Avançado) | Vedium,62,"Curso de espanhol online ao vivo da Vedium: aulas com professor em tempo real, do Básico ao Avançado, foco em conversação e correção de portunhol. A partir de R$ 297/mês.",170,https://vediums.com/curso-de-espanhol-online,1,"Curso de espanhol online ao vivo, com professor de verdade","index, follow, max-image-preview:large",pt-BR,2,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Curso de Espanhol Online ao Vivo (Básico ao Avançado) | Vedium,"Curso de espanhol online ao vivo da Vedium: aulas com professor em tempo real, do Básico ao Avançado, foco em conversação e correção de portunhol. A partir de R$ 297/mês.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/curso-de-hebraico-online,Curso de Hebraico Online ao Vivo (com Alfabetização) | Vedium,61,"Curso de hebraico moderno online ao vivo da Vedium: alfabetização incluída, turma pequena, professor especialista. A partir de R$ 397/mês.",138,https://vediums.com/curso-de-hebraico-online,1,"Aprenda hebraico moderno online, com alfabetização e professor ao vivo","index, follow, max-image-preview:large",pt-BR,2,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Curso de Hebraico Online ao Vivo (com Alfabetização) | Vedium,"Curso de hebraico moderno online ao vivo da Vedium: alfabetização incluída, turma pequena, professor especialista. A partir de R$ 397/mês.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/curso/ingles-basico-a1,Inglês A1 Iniciante Online ao Vivo | Vedium,43,"Para quem está começando do zero. Aprenda cumprimentos, vocabulário essencial, frases simples e primeiras conversas em inglês com professor ao vivo.",148,https://vediums.com/curso/ingles-basico-a1,1,Inglês Online ao Vivo A1 – Iniciante,"index, follow, max-image-preview:large, max-snippet:-1",pt-BR,0,BreadcrumbList;Course;ListItem;Offer;Organization;Person,sim,Inglês A1 Iniciante Online ao Vivo | Vedium,"Para quem está começando do zero. Aprenda cumprimentos, vocabulário essencial, frases simples e primeiras conversas em inglês com professor ao vivo.","https://images.unsplash.com/photo-1524178232363-1fb2b075b655?w=800&h=450&fit=crop&crop=faces,entropy&q=80",summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/curso/portugues-para-estrangeiros-basico,Português para Estrangeiros Nível Básico (PLE) — Curso de Idiomas Online ao Vivo | Vedium,89,"Para quem está começando do zero. Aprenda saudações, vocabulário essencial e comunicação básica do português brasileiro com imersão cultural.",141,https://vediums.com/curso/portugues-para-estrangeiros-basico,1,Português para Estrangeiros Nível Básico (PLE),"index, follow, max-image-preview:large, max-snippet:-1",pt-BR,7,BreadcrumbList;Course;ListItem;Offer;Organization;Person,sim,Português para Estrangeiros Nível Básico (PLE) — Curso de Idiomas Online ao Vivo | Vedium,"Para quem está começando do zero. Aprenda saudações, vocabulário essencial e comunicação básica do português brasileiro com imersão cultural.",https://vediums.com/files/Português para Estrangeiros — Nível Básico (PLE)-optimized01fefd.webp,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/en/curso/portugues-para-estrangeiros-basico,Portuguese for Foreigners: Basic Level (PLE) — Live Online Language Course | Vedium,83,"For complete beginners. Learn greetings, essential vocabulary and basic Brazilian Portuguese communication with cultural immersion from the first class.",152,https://vediums.com/en/curso/portugues-para-estrangeiros-basico,1,Portuguese for Foreigners: Basic Level (PLE),"index, follow, max-image-preview:large, max-snippet:-1",en,7,BreadcrumbList;Course;ListItem;Offer;Organization;Person,sim,Portuguese for Foreigners: Basic Level (PLE) — Live Online Language Course | Vedium,"For complete beginners. Learn greetings, essential vocabulary and basic Brazilian Portuguese communication with cultural immersion from the first class.",https://vediums.com/files/Português para Estrangeiros — Nível Básico (PLE)-optimized01fefd.webp,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/curso/espanhol-basico,Espanhol Nível Básico (A1-A2) — Curso de Idiomas Online ao Vivo | Vedium,72,"Para quem quer começar espanhol do jeito certo. Aprenda saudações, frases essenciais, pronúncia, vocabulário e conversas básicas sem cair no portunhol.",151,https://vediums.com/curso/espanhol-basico,1,Espanhol Nível Básico (A1-A2),"index, follow, max-image-preview:large, max-snippet:-1",pt-BR,0,BreadcrumbList;Course;ListItem;Offer;Organization;Person,sim,Espanhol Nível Básico (A1-A2) — Curso de Idiomas Online ao Vivo | Vedium,"Para quem quer começar espanhol do jeito certo. Aprenda saudações, frases essenciais, pronúncia, vocabulário e conversas básicas sem cair no portunhol.",https://images.unsplash.com/photo-1489945052260-4f21c52268b9?auto=format&fit=crop&w=900&q=80,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/curso/hebraico-moderno-a1,Hebraico Moderno Nível A1 — Curso de Idiomas Online ao Vivo | Vedium,68,"Para começar no hebraico moderno. Desenvolva leitura inicial, pronúncia, vocabulário essencial e frases simples do cotidiano com professor ao vivo.",147,https://vediums.com/curso/hebraico-moderno-a1,1,Hebraico Moderno Nível A1,"index, follow, max-image-preview:large, max-snippet:-1",pt-BR,0,BreadcrumbList;Course;ListItem;Offer;Organization;Person,sim,Hebraico Moderno Nível A1 — Curso de Idiomas Online ao Vivo | Vedium,"Para começar no hebraico moderno. Desenvolva leitura inicial, pronúncia, vocabulário essencial e frases simples do cotidiano com professor ao vivo.",https://images.unsplash.com/photo-1547483036-24bc77c79804?auto=format&fit=crop&w=900&q=80,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/curso/ioruba-basico,Iorubá Básico — Curso de Idiomas Online ao Vivo | Vedium,56,"Para quem quer começar iorubá com base sólida. Aprenda sons, tons, saudações, vocabulário essencial e frases iniciais com responsabilidade cultural.",148,https://vediums.com/curso/ioruba-basico,1,Iorubá Básico,"index, follow, max-image-preview:large, max-snippet:-1",pt-BR,7,BreadcrumbList;Course;ListItem;Offer;Organization;Person,sim,Iorubá Básico — Curso de Idiomas Online ao Vivo | Vedium,"Para quem quer começar iorubá com base sólida. Aprenda sons, tons, saudações, vocabulário essencial e frases iniciais com responsabilidade cultural.","https://images.unsplash.com/photo-1529390079861-591de354faf5?w=800&h=450&fit=crop&crop=faces,entropy&q=80",summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/ingles-para-viagens,Inglês para Viagens — Vedium,28,"Inglês para viagens com aulas ao vivo: aeroporto, hotel, restaurante, transporte, emergências e conversação prática.",116,https://vediums.com/ingles-para-viagens,1,Inglês prático para viajar com autonomia,"index, follow, max-image-preview:large",pt-BR,7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Inglês para Viagens — Vedium,"Inglês para viagens com aulas ao vivo: aeroporto, hotel, restaurante, transporte, emergências e conversação prática.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/en/english-for-travel,English for Travel — Vedium,27,"English for travel with live classes: airport, hotel, restaurant, transportation, emergencies and practical conversation.",121,https://vediums.com/en/english-for-travel,1,Practical English to travel with real independence,"index, follow, max-image-preview:large",en,7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,English for Travel — Vedium,"English for travel with live classes: airport, hotel, restaurant, transportation, emergencies and practical conversation.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
https://vediums.com/portugues-para-executivos,Português para Executivos — Vedium,34,"Português para executivos estrangeiros com aulas ao vivo para reuniões, negócios, apresentações e adaptação cultural no Brasil.",127,https://vediums.com/portugues-para-executivos,1,Português para executivos que trabalham com o Brasil,"index, follow, max-image-preview:large",pt-BR,7,Answer;BreadcrumbList;Course;FAQPage;ListItem;Organization;Question,sim,Português para Executivos — Vedium,"Português para executivos estrangeiros com aulas ao vivo para reuniões, negócios, apresentações e adaptação cultural no Brasil.",https://vediums.com/assets/vedium_core/vedium_assets/images/logos/Logo-color-quadrada.png,summary_large_image,CONFIRMADO EM PRODUCAO (2026-08-24),
