current_url,new_url,status_current,action,redirect_code,target_url,current_title,new_title,canonical,cluster,pillar,language,published_at_original,published_at_audit,date_conflict,index_status,notes
/blog/ioruba/o-papel-do-professor-qualificado-no-ensino-de-ioruba,/blog/ioruba/o-papel-do-professor-qualificado-no-ensino-de-ioruba,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/ioruba/o-papel-do-professor-qualificado-no-ensino-de-ioruba,O papel do professor qualificado no ensino de iorubá,O papel do professor qualificado no ensino de iorubá,/blog/ioruba/o-papel-do-professor-qualificado-no-ensino-de-ioruba,Iorubá,/curso-de-ioruba-online,pt-BR,2026-06-05,2026-06-05,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/ioruba/como-avaliar-se-um-conteudo-de-ioruba-e-serio-e-responsavel,/blog/ioruba/como-avaliar-se-um-conteudo-de-ioruba-e-serio-e-responsavel,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/ioruba/como-avaliar-se-um-conteudo-de-ioruba-e-serio-e-responsavel,Como avaliar se um conteúdo de iorubá é sério e responsável,Como avaliar se um conteúdo de iorubá é sério e responsável,/blog/ioruba/como-avaliar-se-um-conteudo-de-ioruba-e-serio-e-responsavel,Iorubá,/curso-de-ioruba-online,pt-BR,2026-06-26,2026-06-26,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/ioruba/como-manter-constancia-no-estudo-de-uma-lingua-de-heranca,/blog/ioruba/como-manter-constancia-no-estudo-de-uma-lingua-de-heranca,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/ioruba/como-manter-constancia-no-estudo-de-uma-lingua-de-heranca,Como manter constância no estudo de uma língua de herança,Como manter constância no estudo de uma língua de herança,/blog/ioruba/como-manter-constancia-no-estudo-de-uma-lingua-de-heranca,Iorubá,/curso-de-ioruba-online,pt-BR,2026-05-29,2026-05-29,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/ioruba/como-os-tons-mudam-o-significado-das-palavras-em-ioruba,/blog/ioruba/como-os-tons-mudam-o-significado-das-palavras-em-ioruba,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/ioruba/como-os-tons-mudam-o-significado-das-palavras-em-ioruba,Como os tons mudam o significado das palavras em iorubá,Como os tons mudam o significado das palavras em iorubá,/blog/ioruba/como-os-tons-mudam-o-significado-das-palavras-em-ioruba,Iorubá,/curso-de-ioruba-online,pt-BR,2025-01-10,2025-01-10,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/ioruba/como-usar-perguntas-culturais-para-aprofundar-a-aula,/blog/ioruba/como-usar-perguntas-culturais-para-aprofundar-a-aula,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/ioruba/como-usar-perguntas-culturais-para-aprofundar-a-aula,Como usar perguntas culturais para aprofundar a aula,Como usar perguntas culturais para aprofundar a aula,/blog/ioruba/como-usar-perguntas-culturais-para-aprofundar-a-aula,Iorubá,/curso-de-ioruba-online,pt-BR,2026-06-12,2026-06-12,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/ioruba/o-que-e-o-idioma-ioruba-e-por-que-ele-carrega-cultura-e-memoria,/blog/ioruba/o-que-e-o-idioma-ioruba-e-por-que-ele-carrega-cultura-e-memoria,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/ioruba/o-que-e-o-idioma-ioruba-e-por-que-ele-carrega-cultura-e-memoria,O que é o idioma iorubá e por que ele carrega cultura e memória,O que é o idioma iorubá e por que ele carrega cultura e memória,/blog/ioruba/o-que-e-o-idioma-ioruba-e-por-que-ele-carrega-cultura-e-memoria,Iorubá,/curso-de-ioruba-online,pt-BR,2025-01-03,2025-01-03,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/ioruba/plano-de-30-dias-para-comecar-ioruba-com-base-solida,/blog/ioruba/plano-de-30-dias-para-comecar-ioruba-com-base-solida,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/ioruba/plano-de-30-dias-para-comecar-ioruba-com-base-solida,Plano de 30 dias para começar iorubá com base sólida,Plano de 30 dias para começar iorubá com base sólida,/blog/ioruba/plano-de-30-dias-para-comecar-ioruba-com-base-solida,Iorubá,/curso-de-ioruba-online,pt-BR,2026-07-03,2026-07-03,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/ioruba/primeiras-saudacoes-em-ioruba-para-aprender-com-respeito,/blog/ioruba/primeiras-saudacoes-em-ioruba-para-aprender-com-respeito,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/ioruba/primeiras-saudacoes-em-ioruba-para-aprender-com-respeito,Primeiras saudações em iorubá para aprender com respeito,Primeiras saudações em iorubá para aprender com respeito,/blog/ioruba/primeiras-saudacoes-em-ioruba-para-aprender-com-respeito,Iorubá,/curso-de-ioruba-online,pt-BR,2025-01-17,2025-01-17,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/ioruba/vocabulario-de-relacoes-sociais-em-ioruba-comunidade-e-respeito,/blog/ioruba/vocabulario-de-relacoes-sociais-em-ioruba-comunidade-e-respeito,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/ioruba/vocabulario-de-relacoes-sociais-em-ioruba-comunidade-e-respeito,Vocabulário de relações sociais em iorubá: comunidade e respeito,Vocabulário de relações sociais em iorubá: comunidade e respeito,/blog/ioruba/vocabulario-de-relacoes-sociais-em-ioruba-comunidade-e-respeito,Iorubá,/curso-de-ioruba-online,pt-BR,2026-06-19,2026-06-19,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/brazilian-portuguese/brazilian-portuguese-for-relocation-teams-what-employees-need-before-arrival,/blog/brazilian-portuguese/brazilian-portuguese-for-relocation-teams-what-employees-need-before-arrival,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/brazilian-portuguese/brazilian-portuguese-for-relocation-teams-what-employees-need-before-arrival,Brazilian Portuguese for relocation teams: what employees need before arrival,Brazilian Portuguese for relocation teams: what employees need before arrival,/blog/brazilian-portuguese/brazilian-portuguese-for-relocation-teams-what-employees-need-before-arrival,"PLE (multilíngue -- frente congelada, ver Diagnóstico)","REVIEW: planilha cita /en/brazilian-portuguese-course-online, não confirmado por HTTP nesta sessão",en-US,2025-01-01,2025-01-01,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/brazilian-portuguese/brazilian-portuguese-for-expats-what-to-learn-before-your-first-month-in-brazil,/blog/brazilian-portuguese/brazilian-portuguese-for-expats-what-to-learn-before-your-first-month-in-brazil,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/brazilian-portuguese/brazilian-portuguese-for-expats-what-to-learn-before-your-first-month-in-brazil,Brazilian Portuguese for expats: what to learn before your first month in Brazil,Brazilian Portuguese for expats: what to learn before your first month in Brazil,/blog/brazilian-portuguese/brazilian-portuguese-for-expats-what-to-learn-before-your-first-month-in-brazil,PLE (inglês),"REVIEW: planilha cita /en/brazilian-portuguese-course-online, não confirmado por HTTP nesta sessão",en-US,2025-01-07,2025-01-07,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/brazilian-portuguese/brazilian-portuguese-for-cultural-adaptation-in-the-first-90-days,/blog/brazilian-portuguese/brazilian-portuguese-for-cultural-adaptation-in-the-first-90-days,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/brazilian-portuguese/brazilian-portuguese-for-cultural-adaptation-in-the-first-90-days,Título SEO: Brazilian Portuguese for Cultural Adaptation: Your First 90 Days in Brazil,Título SEO: Brazilian Portuguese for Cultural Adaptation: Your First 90 Days in Brazil,/blog/brazilian-portuguese/brazilian-portuguese-for-cultural-adaptation-in-the-first-90-days,Brazilian Portuguese,REVIEW: pilar não identificado,REVIEW: idioma não confirmado,2026-06-09,,NO,index (não verificado individualmente por robots/sitemap nesta sessão),"Sem correspondência direta na auditoria de 94 (Publicados_Auditoria) -- não cruzado, confiar apenas no dado do código."
/blog/brazilian-portuguese/portuguese-for-everyday-bureaucracy-in-brazil,/blog/brazilian-portuguese/portuguese-for-everyday-bureaucracy-in-brazil,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/brazilian-portuguese/portuguese-for-everyday-bureaucracy-in-brazil,Portuguese for everyday bureaucracy in Brazil: Your survival guide,Portuguese for everyday bureaucracy in Brazil: Your survival guide,/blog/brazilian-portuguese/portuguese-for-everyday-bureaucracy-in-brazil,Brazilian Portuguese,REVIEW: pilar não identificado,REVIEW: idioma não confirmado,2026-05-26,,NO,index (não verificado individualmente por robots/sitemap nesta sessão),"Sem correspondência direta na auditoria de 94 (Publicados_Auditoria) -- não cruzado, confiar apenas no dado do código."
/blog/brazilian-portuguese/how-to-sound-natural-when-saying-yes-no-and-maybe-in-portuguese,/blog/brazilian-portuguese/how-to-sound-natural-when-saying-yes-no-and-maybe-in-portuguese,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/brazilian-portuguese/how-to-sound-natural-when-saying-yes-no-and-maybe-in-portuguese,"How to sound natural when saying yes, no and maybe in Portuguese","How to sound natural when saying yes, no and maybe in Portuguese",/blog/brazilian-portuguese/how-to-sound-natural-when-saying-yes-no-and-maybe-in-portuguese,PLE (inglês),"REVIEW: planilha cita /en/brazilian-portuguese-course-online, não confirmado por HTTP nesta sessão",en-US,2026-06-02,2026-06-02,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/brazilian-portuguese/how-to-ask-better-questions-in-brazilian-portuguese,/blog/brazilian-portuguese/how-to-ask-better-questions-in-brazilian-portuguese,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/brazilian-portuguese/how-to-ask-better-questions-in-brazilian-portuguese,How to ask better questions in Brazilian Portuguese,How to ask better questions in Brazilian Portuguese,/blog/brazilian-portuguese/how-to-ask-better-questions-in-brazilian-portuguese,PLE (inglês),"REVIEW: planilha cita /en/brazilian-portuguese-course-online, não confirmado por HTTP nesta sessão",en-US,2026-06-30,2026-06-30,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/brazilian-portuguese/how-to-greet-people-in-brazil-without-sounding-too-formal,/blog/brazilian-portuguese/how-to-greet-people-in-brazil-without-sounding-too-formal,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/brazilian-portuguese/how-to-greet-people-in-brazil-without-sounding-too-formal,How to greet people in Brazil without sounding too formal,How to greet people in Brazil without sounding too formal,/blog/brazilian-portuguese/how-to-greet-people-in-brazil-without-sounding-too-formal,PLE (inglês),"REVIEW: planilha cita /en/brazilian-portuguese-course-online, não confirmado por HTTP nesta sessão",en-US,2025-01-14,2025-01-14,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/brazilian-portuguese/how-to-use-live-classes-to-gain-speaking-confidence,/blog/brazilian-portuguese/how-to-use-live-classes-to-gain-speaking-confidence,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/brazilian-portuguese/how-to-use-live-classes-to-gain-speaking-confidence,How to use live classes to gain speaking confidence,How to use live classes to gain speaking confidence,/blog/brazilian-portuguese/how-to-use-live-classes-to-gain-speaking-confidence,PLE (inglês),"REVIEW: planilha cita /en/brazilian-portuguese-course-online, não confirmado por HTTP nesta sessão",en-US,2026-06-16,2026-06-16,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/brazilian-portuguese/portuguese-for-airport-arrival-and-first-hotel-check-in,/blog/brazilian-portuguese/portuguese-for-airport-arrival-and-first-hotel-check-in,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/brazilian-portuguese/portuguese-for-airport-arrival-and-first-hotel-check-in,Portuguese for airport arrival and first hotel check-in,Portuguese for airport arrival and first hotel check-in,/blog/brazilian-portuguese/portuguese-for-airport-arrival-and-first-hotel-check-in,PLE (inglês),"REVIEW: planilha cita /en/brazilian-portuguese-course-online, não confirmado por HTTP nesta sessão",en-US,2026-06-23,2026-06-23,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/brazilian-portuguese/portuguese-for-brazil-a-realistic-study-path-from-a1-to-b1,/blog/brazilian-portuguese/portuguese-for-brazil-a-realistic-study-path-from-a1-to-b1,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/brazilian-portuguese/portuguese-for-brazil-a-realistic-study-path-from-a1-to-b1,Portuguese for Brazil: a realistic study path from A1 to B1,Portuguese for Brazil: a realistic study path from A1 to B1,/blog/brazilian-portuguese/portuguese-for-brazil-a-realistic-study-path-from-a1-to-b1,"PLE (multilíngue -- frente congelada, ver Diagnóstico)","REVIEW: planilha cita /en/brazilian-portuguese-course-online, não confirmado por HTTP nesta sessão",en-US,2026-07-01,2026-07-01,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/portugues-brasileno/portugues-brasileno-para-llegar-a-brasil-preparado,/blog/portugues-brasileno/portugues-brasileno-para-llegar-a-brasil-preparado,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/portugues-brasileno/portugues-brasileno-para-llegar-a-brasil-preparado,Portugués brasileño para llegar a Brasil preparado,Portugués brasileño para llegar a Brasil preparado,/blog/portugues-brasileno/portugues-brasileno-para-llegar-a-brasil-preparado,"PLE (multilíngue -- frente congelada, ver Diagnóstico)","REVIEW: planilha cita /en/brazilian-portuguese-course-online, não confirmado por HTTP nesta sessão",es-ES,2026-06-10,2026-06-10,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/brasilianisches-portugiesisch-fur-auswanderer-die-wichtigsten-grundlagen,/blog/brasilianisches-portugiesisch-fur-auswanderer-die-wichtigsten-grundlagen,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),REVIEW,,,Brasilianisches Portugiesisch für Auswanderer: die wichtigsten Grundlagen,Brasilianisches Portugiesisch für Auswanderer: die wichtigsten Grundlagen,/blog/brasilianisches-portugiesisch-fur-auswanderer-die-wichtigsten-grundlagen,"PLE (multilíngue -- frente congelada, ver Diagnóstico)","REVIEW: planilha cita /en/brazilian-portuguese-course-online, não confirmado por HTTP nesta sessão",de-DE,2025-01-15,2025-01-15,NO,index (não verificado individualmente por robots/sitemap nesta sessão),"DUPLICATE_CANDIDATE: mesmo topico de [brasilianisches-portugiesisch-fur-fuhrungskrafte-und-manager, brasilianisches-portugiesisch-fur-beruf-und-alltag-in-brasilien] -- decisao humana necessaria (KEEP/MERGE+301/CANONICAL REVIEW)"
/blog/brasilianisches-portugiesisch-fur-fuhrungskrafte-und-manager,/blog/brasilianisches-portugiesisch-fur-fuhrungskrafte-und-manager,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),REVIEW,,,Brasilianisches Portugiesisch für Führungskräfte und Manager,Brasilianisches Portugiesisch für Führungskräfte und Manager,/blog/brasilianisches-portugiesisch-fur-fuhrungskrafte-und-manager,"PLE (multilíngue -- frente congelada, ver Diagnóstico)","REVIEW: planilha cita /en/brazilian-portuguese-course-online, não confirmado por HTTP nesta sessão",de-DE,2026-06-03,2026-06-03,NO,index (não verificado individualmente por robots/sitemap nesta sessão),"DUPLICATE_CANDIDATE: mesmo topico de [brasilianisches-portugiesisch-fur-auswanderer-die-wichtigsten-grundlagen, brasilianisches-portugiesisch-fur-beruf-und-alltag-in-brasilien] -- decisao humana necessaria (KEEP/MERGE+301/CANONICAL REVIEW)"
/blog/portugais-bresilien-pour-expatries-les-bases-avant-de-vivre-au-bresil,/blog/portugais-bresilien-pour-expatries-les-bases-avant-de-vivre-au-bresil,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,,,Portugais brésilien pour expatriés : les bases avant de vivre au Brésil,Portugais brésilien pour expatriés : les bases avant de vivre au Brésil,/blog/portugais-bresilien-pour-expatries-les-bases-avant-de-vivre-au-bresil,"PLE (multilíngue -- frente congelada, ver Diagnóstico)","REVIEW: planilha cita /en/brazilian-portuguese-course-online, não confirmado por HTTP nesta sessão",fr-FR,2025-01-08,2025-01-08,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
/blog/portugais-du-bresil-pour-familles-qui-s-installent-au-bresil,/blog/portugais-du-bresil-pour-familles-qui-s-installent-au-bresil,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,,,Portugais du Brésil pour familles qui s'installent au Brésil.md,Portugais du Brésil pour familles qui s'installent au Brésil.md,/blog/portugais-du-bresil-pour-familles-qui-s-installent-au-bresil,Français,REVIEW: pilar não identificado,REVIEW: idioma não confirmado,2026-05-27,,NO,index (não verificado individualmente por robots/sitemap nesta sessão),"Sem correspondência direta na auditoria de 94 (Publicados_Auditoria) -- não cruzado, confiar apenas no dado do código."
/blog/ple-zh-078,/blog/ple-zh-078,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,,,90天建立巴西葡萄牙语基础的计划,90天建立巴西葡萄牙语基础的计划,/blog/ple-zh-078,中文,REVIEW: pilar não identificado,REVIEW: idioma não confirmado,2026-06-24,,NO,index (não verificado individualmente por robots/sitemap nesta sessão),"Sem correspondência direta na auditoria de 94 (Publicados_Auditoria) -- não cruzado, confiar apenas no dado do código."
/blog/ple-ru-077,/blog/ple-ru-077,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,,,Реалистичный план изучения бразильского португальского на 90 дней,Реалистичный план изучения бразильского португальского на 90 дней,/blog/ple-ru-077,Русский,REVIEW: pilar não identificado,REVIEW: idioma não confirmado,2026-06-17,,NO,index (não verificado individualmente por robots/sitemap nesta sessão),"Sem correspondência direta na auditoria de 94 (Publicados_Auditoria) -- não cruzado, confiar apenas no dado do código."
/blog/ioruba/alfabeto-ioruba-sons-marcas-e-primeiras-leituras,/blog/ioruba/alfabeto-ioruba-sons-marcas-e-primeiras-leituras,LIVE (ver nota de verificação em 24-blog-source-of-truth.md),KEEP EXACT,301,/blog/ioruba/alfabeto-ioruba-sons-marcas-e-primeiras-leituras,"Alfabeto iorubá: sons, marcas e primeiras leituras","Alfabeto iorubá: sons, marcas e primeiras leituras",/blog/ioruba/alfabeto-ioruba-sons-marcas-e-primeiras-leituras,Iorubá,/curso-de-ioruba-online,pt-BR,2025-01-24,2025-01-24,NO,index (não verificado individualmente por robots/sitemap nesta sessão),
