page,position,title,url,path,tag
3,10,How to use live classes to gain speaking confidence,https://vediums.com/blog/how-to-use-live-classes-to-gain-speaking-confidence,/blog/how-to-use-live-classes-to-gain-speaking-confidence,Português para Estrangeiros
3,11,"Como combinar leitura, escuta, fala e escrita no mesmo plano",https://vediums.com/blog/ingles/como-combinar-leitura-escuta-fala-e-escrita-no-mesmo-plano,/blog/ingles/como-combinar-leitura-escuta-fala-e-escrita-no-mesmo-plano,Inglês
3,12,"Como combinar leitura, escuta, fala e escrita no mesmo plano",https://vediums.com/blog/como-combinar-leitura-escuta-fala-e-escrita-no-mesmo-plano,/blog/como-combinar-leitura-escuta-fala-e-escrita-no-mesmo-plano,Inglês
4,1,Como usar perguntas culturais para aprofundar a aula,https://vediums.com/blog/ioruba/como-usar-perguntas-culturais-para-aprofundar-a-aula,/blog/ioruba/como-usar-perguntas-culturais-para-aprofundar-a-aula,Iorubá
4,2,Como usar perguntas culturais para aprofundar a aula,https://vediums.com/blog/como-usar-perguntas-culturais-para-aprofundar-a-aula,/blog/como-usar-perguntas-culturais-para-aprofundar-a-aula,Iorubá
4,3,Portugués brasileño para llegar a Brasil preparado,https://vediums.com/es/blog/portugues-brasileno/portugues-brasileno-para-llegar-a-brasil-preparado,/es/blog/portugues-brasileno/portugues-brasileno-para-llegar-a-brasil-preparado,Portugués brasileño
4,4,Portugués brasileño para llegar a Brasil preparado,https://vediums.com/blog/portugues-brasileno-para-llegar-a-brasil-preparado,/blog/portugues-brasileno-para-llegar-a-brasil-preparado,Português para Estrangeiros
4,5,Título SEO: Brazilian Portuguese for Cultural Adaptation: Your First 90 Days in Brazil,https://vediums.com/en/blog/brazilian-portuguese/brazilian-portuguese-for-cultural-adaptation-in-the-first-90-days,/en/blog/brazilian-portuguese/brazilian-portuguese-for-cultural-adaptation-in-the-first-90-days,Brazilian Portuguese
4,6,Brazilian Portuguese for Cultural Adaptation: Your First 90 Days in Brazil,https://vediums.com/blog/brazilian-portuguese-for-cultural-adaptation-in-the-first-90-days,/blog/brazilian-portuguese-for-cultural-adaptation-in-the-first-90-days,Português para Estrangeiros
4,7,Como escrever mensagens curtas e claras em inglês corporativo.md,https://vediums.com/blog/ingles/como-escrever-mensagens-curtas-e-claras-em-ingles-corporativo,/blog/ingles/como-escrever-mensagens-curtas-e-claras-em-ingles-corporativo,Inglês
4,8,Como escrever mensagens curtas e claras em inglês corporativo: Guia Prático,https://vediums.com/blog/como-escrever-mensagens-curtas-e-claras-em-ingles-corporativo,/blog/como-escrever-mensagens-curtas-e-claras-em-ingles-corporativo,Inglês
4,9,O papel do professor qualificado no ensino de iorubá,https://vediums.com/blog/ioruba/o-papel-do-professor-qualificado-no-ensino-de-ioruba,/blog/ioruba/o-papel-do-professor-qualificado-no-ensino-de-ioruba,Iorubá
4,10,O papel do professor qualificado no ensino de iorubá,https://vediums.com/blog/o-papel-do-professor-qualificado-no-ensino-de-ioruba,/blog/o-papel-do-professor-qualificado-no-ensino-de-ioruba,Iorubá
4,11,Brasilianisches Portugiesisch für Führungskräfte und Manager,https://vediums.com/blog/brasilianisches-portugiesisch-fur-fuhrungskrafte-und-manager,/blog/brasilianisches-portugiesisch-fur-fuhrungskrafte-und-manager,Deutsch
4,12,Brasilianisches Portugiesisch für Führungskräfte und Manager,https://vediums.com/blog/brasilianisches-portugiesisch-fur-fuhrungskrafte-und-manager,/blog/brasilianisches-portugiesisch-fur-fuhrungskrafte-und-manager,Português para Estrangeiros
5,1,Iorubá: conheça o idioma e por que aprendê-lo,https://vediums.com/blog/aprender-ioruba-lingua-e-cultura,/blog/aprender-ioruba-lingua-e-cultura,Iorubá
5,2,"How to sound natural when saying yes, no and maybe in Portuguese",https://vediums.com/en/blog/brazilian-portuguese/how-to-sound-natural-when-saying-yes-no-and-maybe-in-portuguese,/en/blog/brazilian-portuguese/how-to-sound-natural-when-saying-yes-no-and-maybe-in-portuguese,Brazilian Portuguese
5,3,"How to sound natural when saying yes, no and maybe in Portuguese",https://vediums.com/blog/how-to-sound-natural-when-saying-yes-no-and-maybe-in-portuguese,/blog/how-to-sound-natural-when-saying-yes-no-and-maybe-in-portuguese,Português para Estrangeiros
5,4,Inglês para conversas por telefone e chamadas de vídeo: Guia Prático de Fluência,https://vediums.com/blog/ingles/ingles-para-conversas-por-telefone-e-chamadas-de-video,/blog/ingles/ingles-para-conversas-por-telefone-e-chamadas-de-video,Inglês
5,5,Inglês para conversas por telefone e chamadas de vídeo: Guia Prático de Fluência,https://vediums.com/blog/ingles-para-conversas-por-telefone-e-chamadas-de-video,/blog/ingles-para-conversas-por-telefone-e-chamadas-de-video,Inglês
5,6,Como manter constância no estudo de uma língua de herança,https://vediums.com/blog/ioruba/como-manter-constancia-no-estudo-de-uma-lingua-de-heranca,/blog/ioruba/como-manter-constancia-no-estudo-de-uma-lingua-de-heranca,Iorubá
5,7,Como manter constância no estudo de uma língua de herança,https://vediums.com/blog/como-manter-constancia-no-estudo-de-uma-lingua-de-heranca,/blog/como-manter-constancia-no-estudo-de-uma-lingua-de-heranca,Iorubá
5,8,Portugais du Brésil pour familles qui s'installent au Brésil.md,https://vediums.com/blog/portugais-du-bresil-pour-familles-qui-s-installent-au-bresil,/blog/portugais-du-bresil-pour-familles-qui-s-installent-au-bresil,Français
5,9,Portugais du Brésil pour familles qui s'installent au Brésil,https://vediums.com/blog/portugais-du-bresil-pour-familles-qui-s-installent-au-bresil,/blog/portugais-du-bresil-pour-familles-qui-s-installent-au-bresil,Português para Estrangeiros
5,10,Portuguese for everyday bureaucracy in Brazil: Your survival guide,https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-everyday-bureaucracy-in-brazil,/en/blog/brazilian-portuguese/portuguese-for-everyday-bureaucracy-in-brazil,Brazilian Portuguese
5,11,Portuguese for everyday bureaucracy in Brazil: Your survival guide,https://vediums.com/blog/portuguese-for-everyday-bureaucracy-in-brazil,/blog/portuguese-for-everyday-bureaucracy-in-brazil,Português para Estrangeiros
5,12,Como evitar a estagnação no nível intermediário de inglês,https://vediums.com/blog/ingles/como-evitar-a-estagnacao-no-nivel-intermediario-de-ingles,/blog/ingles/como-evitar-a-estagnacao-no-nivel-intermediario-de-ingles,Inglês
6,1,How to learn Portuguese for Brazil when you already speak another Romance language,https://vediums.com/en/blog/brazilian-portuguese/how-to-learn-portuguese-for-brazil-when-you-already-speak-another-romance-language,/en/blog/brazilian-portuguese/how-to-learn-portuguese-for-brazil-when-you-already-speak-another-romance-language,Brazilian Portuguese
6,2,Como funciona a alfabetização em hebraico do zero,https://vediums.com/blog/hebraico/como-funciona-a-alfabetizacao-em-hebraico-do-zero,/blog/hebraico/como-funciona-a-alfabetizacao-em-hebraico-do-zero,Hebraico
6,3,How to learn Brazilian Portuguese without relying only on apps,https://vediums.com/en/blog/brazilian-portuguese/how-to-learn-brazilian-portuguese-without-relying-only-on-apps,/en/blog/brazilian-portuguese/how-to-learn-brazilian-portuguese-without-relying-only-on-apps,Brazilian Portuguese
6,4,Inglês para apresentação profissional em dois minutos,https://vediums.com/blog/ingles/ingles-para-apresentacao-profissional-em-dois-minutos,/blog/ingles/ingles-para-apresentacao-profissional-em-dois-minutos,Inglês
6,5,Palavras iorubás presentes na cultura afro-brasileira,https://vediums.com/blog/ioruba/palavras-iorubas-presentes-na-cultura-afro-brasileira,/blog/ioruba/palavras-iorubas-presentes-na-cultura-afro-brasileira,Iorubá
6,6,Portugués brasileño para trabajar y vivir en Brasil,https://vediums.com/es/blog/portugues-brasileno/portugues-brasileno-para-trabajar-y-vivir-en-brasil,/es/blog/portugues-brasileno/portugues-brasileno-para-trabajar-y-vivir-en-brasil,Portugués brasileño
6,7,Portuguese for remote workers living in Brazil,https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-remote-workers-living-in-brazil,/en/blog/brazilian-portuguese/portuguese-for-remote-workers-living-in-brazil,Brazilian Portuguese
6,8,"Quando usar do, does e did sem confundir na conversa",https://vediums.com/blog/ingles/quando-usar-do-does-e-did-sem-confundir-na-conversa,/blog/ingles/quando-usar-do-does-e-did-sem-confundir-na-conversa,Inglês
6,9,"Como perguntar nome, origem e bem-estar em iorubá",https://vediums.com/blog/ioruba/como-perguntar-nome-origem-e-bem-estar-em-ioruba,/blog/ioruba/como-perguntar-nome-origem-e-bem-estar-em-ioruba,Iorubá
6,10,Brasilianisches Portugiesisch für Beruf und Alltag in Brasilien,https://vediums.com/blog/brasilianisches-portugiesisch-fur-beruf-und-alltag-in-brasilien,/blog/brasilianisches-portugiesisch-fur-beruf-und-alltag-in-brasilien,Deutsch
6,11,How to handle small talk with Brazilians in Portuguese,https://vediums.com/en/blog/brazilian-portuguese/how-to-handle-small-talk-with-brazilians-in-portuguese,/en/blog/brazilian-portuguese/how-to-handle-small-talk-with-brazilians-in-portuguese,Brazilian Portuguese
6,12,Como estudar phrasal verbs sem decorar listas infinitas,https://vediums.com/blog/ingles/como-estudar-phrasal-verbs-sem-decorar-listas-infinitas,/blog/ingles/como-estudar-phrasal-verbs-sem-decorar-listas-infinitas,Inglês
7,1,Dias da semana e expressões de tempo em iorubá,https://vediums.com/blog/ioruba/dias-da-semana-e-expressoes-de-tempo-em-ioruba,/blog/ioruba/dias-da-semana-e-expressoes-de-tempo-em-ioruba,Iorubá
7,2,Falsos cognatos em espanhol que mais confundem brasileiros,https://vediums.com/blog/espanhol/falsos-cognatos-em-espanhol-que-mais-confundem-brasileiros,/blog/espanhol/falsos-cognatos-em-espanhol-que-mais-confundem-brasileiros,Espanhol
7,3,"Portuguese for ride apps, taxis and public transportation in Brazil",https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-ride-apps-taxis-and-public-transportation-in-brazil,/en/blog/brazilian-portuguese/portuguese-for-ride-apps-taxis-and-public-transportation-in-brazil,Brazilian Portuguese
7,4,Inglês para atendimento ao cliente: expressões educadas e naturais,https://vediums.com/blog/ingles/ingles-para-atendimento-ao-cliente-expressoes-educadas-e-naturais,/blog/ingles/ingles-para-atendimento-ao-cliente-expressoes-educadas-e-naturais,Inglês
7,5,"Números em iorubá: lógica, uso e prática inicial",https://vediums.com/blog/ioruba/numeros-em-ioruba-logica-uso-e-pratica-inicial,/blog/ioruba/numeros-em-ioruba-logica-uso-e-pratica-inicial,Iorubá
7,6,Brazilian Portuguese for international students choosing a city in Brazil,https://vediums.com/en/blog/brazilian-portuguese/brazilian-portuguese-for-international-students-choosing-a-city-in-brazil,/en/blog/brazilian-portuguese/brazilian-portuguese-for-international-students-choosing-a-city-in-brazil,Brazilian Portuguese
7,7,How to order food in Brazil with confidence,https://vediums.com/en/blog/brazilian-portuguese/how-to-order-food-in-brazil-with-confidence,/en/blog/brazilian-portuguese/how-to-order-food-in-brazil-with-confidence,Brazilian Portuguese
7,8,Como usar shadowing sem copiar sotaque de forma artificial,https://vediums.com/blog/ingles/como-usar-shadowing-sem-copiar-sotaque-de-forma-artificial,/blog/ingles/como-usar-shadowing-sem-copiar-sotaque-de-forma-artificial,Inglês
7,9,Vocabulário de família em iorubá e seu valor cultural,https://vediums.com/blog/ioruba/vocabulario-de-familia-em-ioruba-e-seu-valor-cultural,/blog/ioruba/vocabulario-de-familia-em-ioruba-e-seu-valor-cultural,Iorubá
7,10,通过真人直播课学习巴西葡萄牙语,https://vediums.com/blog/ple-zh-012,/blog/ple-zh-012,中文
7,11,Brazilian Portuguese pronunciation: sounds that confuse English speakers,https://vediums.com/en/blog/brazilian-portuguese/brazilian-portuguese-pronunciation-sounds-that-confuse-english-speakers,/en/blog/brazilian-portuguese/brazilian-portuguese-pronunciation-sounds-that-confuse-english-speakers,Brazilian Portuguese
7,12,Por que brasileiros entendem inglês escrito mas travam na fala,https://vediums.com/blog/ingles/por-que-brasileiros-entendem-ingles-escrito-mas-travam-na-fala,/blog/ingles/por-que-brasileiros-entendem-ingles-escrito-mas-travam-na-fala,Inglês
8,1,Hebraico moderno x hebraico bíblico: entenda a diferença,https://vediums.com/blog/hebraico/hebraico-moderno-x-hebraico-biblico-entenda-a-diferenca,/blog/hebraico/hebraico-moderno-x-hebraico-biblico-entenda-a-diferenca,Hebraico
8,2,Как учить португальский для Бразилии на живых занятиях,https://vediums.com/blog/ple-ru-011,/blog/ple-ru-011,Русский
8,3,How to introduce yourself professionally in Brazilian Portuguese,https://vediums.com/en/blog/brazilian-portuguese/how-to-introduce-yourself-professionally-in-brazilian-portuguese,/en/blog/brazilian-portuguese/how-to-introduce-yourself-professionally-in-brazilian-portuguese,Brazilian Portuguese
8,4,Inglês para viagem: vocabulário essencial para aeroporto e hotel,https://vediums.com/blog/ingles/ingles-para-viagem-vocabulario-essencial-para-aeroporto-e-hotel,/blog/ingles/ingles-para-viagem-vocabulario-essencial-para-aeroporto-e-hotel,Inglês
8,5,Erros comuns de pronúncia que alteram palavras em iorubá,https://vediums.com/blog/ioruba/erros-comuns-de-pronuncia-que-alteram-palavras-em-ioruba,/blog/ioruba/erros-comuns-de-pronuncia-que-alteram-palavras-em-ioruba,Iorubá
8,6,Aprender portugués de Brasil con clases en vivo y práctica real,https://vediums.com/es/blog/portugues-brasileno/aprender-portugues-de-brasil-con-clases-en-vivo-y-practica-real,/es/blog/portugues-brasileno/aprender-portugues-de-brasil-con-clases-en-vivo-y-practica-real,Portugués brasileño
8,7,Portuguese for work meetings in Brazil: first phrases to master,https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-work-meetings-in-brazil-first-phrases-to-master,/en/blog/brazilian-portuguese/portuguese-for-work-meetings-in-brazil-first-phrases-to-master,Brazilian Portuguese
8,8,Como sair do verbo to be e começar a formar frases úteis,https://vediums.com/blog/ingles/como-sair-do-verbo-to-be-e-comecar-a-formar-frases-uteis,/blog/ingles/como-sair-do-verbo-to-be-e-comecar-a-formar-frases-uteis,Inglês
8,9,Portugiesisch für Brasilien mit Live-Unterricht lernen,https://vediums.com/blog/portugiesisch-fur-brasilien-mit-live-unterricht-lernen,/blog/portugiesisch-fur-brasilien-mit-live-unterricht-lernen,Deutsch
8,10,"How to understand Brazilian addresses, neighborhoods and directions",https://vediums.com/en/blog/brazilian-portuguese/how-to-understand-brazilian-addresses-neighborhoods-and-directions,/en/blog/brazilian-portuguese/how-to-understand-brazilian-addresses-neighborhoods-and-directions,Brazilian Portuguese
8,11,"Por que brasileiro entende espanhol, mas trava para falar",https://vediums.com/blog/espanhol/por-que-brasileiro-entende-espanhol-mas-trava-para-falar,/blog/espanhol/por-que-brasileiro-entende-espanhol-mas-trava-para-falar,Espanhol
8,12,Como ouvir cantigas em iorubá com mais atenção ao significado,https://vediums.com/blog/ioruba/como-ouvir-cantigas-em-ioruba-com-mais-atencao-ao-significado,/blog/ioruba/como-ouvir-cantigas-em-ioruba-com-mais-atencao-ao-significado,Iorubá
9,1,Apprendre le portugais du Brésil avec des cours en direct,https://vediums.com/blog/apprendre-le-portugais-du-bresil-avec-des-cours-en-direct,/blog/apprendre-le-portugais-du-bresil-avec-des-cours-en-direct,Français
9,2,"Brazilian Portuguese for doctors, clinics and emergencies",https://vediums.com/en/blog/brazilian-portuguese/brazilian-portuguese-for-doctors-clinics-and-emergencies,/en/blog/brazilian-portuguese/brazilian-portuguese-for-doctors-clinics-and-emergencies,Brazilian Portuguese
9,3,Inglês para reuniões: frases para participar sem travar,https://vediums.com/blog/ingles/ingles-para-reunioes-frases-para-participar-sem-travar,/blog/ingles/ingles-para-reunioes-frases-para-participar-sem-travar,Inglês
9,4,O papel da oralidade no aprendizado do iorubá,https://vediums.com/blog/ioruba/o-papel-da-oralidade-no-aprendizado-do-ioruba,/blog/ioruba/o-papel-da-oralidade-no-aprendizado-do-ioruba,Iorubá
9,5,"Learn Portuguese for Brazil through cultural situations, not isolated grammar",https://vediums.com/en/blog/brazilian-portuguese/learn-portuguese-for-brazil-through-cultural-situations-not-isolated-grammar,/en/blog/brazilian-portuguese/learn-portuguese-for-brazil-through-cultural-situations-not-isolated-grammar,Brazilian Portuguese
9,6,Portuguese for opening a bank account in Brazil,https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-opening-a-bank-account-in-brazil,/en/blog/brazilian-portuguese/portuguese-for-opening-a-bank-account-in-brazil,Brazilian Portuguese
9,7,Como melhorar o listening usando situações reais do trabalho,https://vediums.com/blog/ingles/como-melhorar-o-listening-usando-situacoes-reais-do-trabalho,/blog/ingles/como-melhorar-o-listening-usando-situacoes-reais-do-trabalho,Inglês
9,8,Inglês para entrevista de emprego: perguntas e respostas que você precisa treinar,https://vediums.com/blog/ingles/ingles-para-entrevista-de-emprego-perguntas-e-respostas-que-voce-precisa-treinar,/blog/ingles/ingles-para-entrevista-de-emprego-perguntas-e-respostas-que-voce-precisa-treinar,Inglês
9,9,"Brazilian Portuguese for supermarket, pharmacy and daily errands",https://vediums.com/en/blog/brazilian-portuguese/brazilian-portuguese-for-supermarket-pharmacy-and-daily-errands,/en/blog/brazilian-portuguese/brazilian-portuguese-for-supermarket-pharmacy-and-daily-errands,Brazilian Portuguese
9,10,Os erros que travam brasileiros no inglês básico,https://vediums.com/blog/ingles/os-erros-que-travam-brasileiros-no-ingles-basico,/blog/ingles/os-erros-que-travam-brasileiros-no-ingles-basico,Inglês
9,11,"Alfabeto iorubá: sons, marcas e primeiras leituras",https://vediums.com/blog/ioruba/alfabeto-ioruba-sons-marcas-e-primeiras-leituras,/blog/ioruba/alfabeto-ioruba-sons-marcas-e-primeiras-leituras,Iorubá
9,12,Portugués brasileño para hispanohablantes: errores que parecen pequeños,https://vediums.com/es/blog/portugues-brasileno/portugues-brasileno-para-hispanohablantes-errores-que-parecen-pequenos,/es/blog/portugues-brasileno/portugues-brasileno-para-hispanohablantes-errores-que-parecen-pequenos,Portugués brasileño
10,1,Portuguese for renting an apartment in Brazil,https://vediums.com/en/blog/brazilian-portuguese/portuguese-for-renting-an-apartment-in-brazil,/en/blog/brazilian-portuguese/portuguese-for-renting-an-apartment-in-brazil,Brazilian Portuguese
10,2,Como criar uma rotina de estudo de inglês com pouco tempo por semana,https://vediums.com/blog/ingles/como-criar-uma-rotina-de-estudo-de-ingles-com-pouco-tempo-por-semana,/blog/ingles/como-criar-uma-rotina-de-estudo-de-ingles-com-pouco-tempo-por-semana,Inglês
10,3,Primeiras saudações em iorubá para aprender com respeito,https://vediums.com/blog/ioruba/primeiras-saudacoes-em-ioruba-para-aprender-com-respeito,/blog/ioruba/primeiras-saudacoes-em-ioruba-para-aprender-com-respeito,Iorubá
10,4,Primeiras saudações em iorubá para aprender com respeito,https://vediums.com/blog/primeiras-saudacoes-em-ioruba-para-aprender-com-respeito,/blog/primeiras-saudacoes-em-ioruba-para-aprender-com-respeito,Iorubá
10,5,Brasilianisches Portugiesisch für Auswanderer: die wichtigsten Grundlagen,https://vediums.com/blog/brasilianisches-portugiesisch-fur-auswanderer-die-wichtigsten-grundlagen,/blog/brasilianisches-portugiesisch-fur-auswanderer-die-wichtigsten-grundlagen,Deutsch
10,6,Brasilianisches Portugiesisch für Auswanderer: die wichtigsten Grundlagen,https://vediums.com/blog/brasilianisches-portugiesisch-fur-auswanderer-die-wichtigsten-grundlagen,/blog/brasilianisches-portugiesisch-fur-auswanderer-die-wichtigsten-grundlagen,Português para Estrangeiros
10,7,How to greet people in Brazil without sounding too formal,https://vediums.com/en/blog/brazilian-portuguese/how-to-greet-people-in-brazil-without-sounding-too-formal,/en/blog/brazilian-portuguese/how-to-greet-people-in-brazil-without-sounding-too-formal,Brazilian Portuguese
10,8,How to greet people in Brazil without sounding too formal,https://vediums.com/blog/how-to-greet-people-in-brazil-without-sounding-too-formal,/blog/how-to-greet-people-in-brazil-without-sounding-too-formal,Português para Estrangeiros
10,9,Inglês ao vivo ou gravado: o que muda na evolução do speaking,https://vediums.com/blog/ingles/ingles-ao-vivo-ou-gravado-o-que-muda-na-evolucao-do-speaking,/blog/ingles/ingles-ao-vivo-ou-gravado-o-que-muda-na-evolucao-do-speaking,Inglês
10,10,Inglês ao vivo ou gravado: o que muda na evolução do speaking,https://vediums.com/blog/ingles-ao-vivo-ou-gravado-o-que-muda-na-evolucao-do-speaking,/blog/ingles-ao-vivo-ou-gravado-o-que-muda-na-evolucao-do-speaking,Inglês
10,11,Como os tons mudam o significado das palavras em iorubá,https://vediums.com/blog/ioruba/como-os-tons-mudam-o-significado-das-palavras-em-ioruba,/blog/ioruba/como-os-tons-mudam-o-significado-das-palavras-em-ioruba,Iorubá
10,12,Como os tons mudam o significado das palavras em iorubá,https://vediums.com/blog/como-os-tons-mudam-o-significado-das-palavras-em-ioruba,/blog/como-os-tons-mudam-o-significado-das-palavras-em-ioruba,Iorubá
11,1,Portugais brésilien pour expatriés : les bases avant de vivre au Brésil,https://vediums.com/blog/portugais-bresilien-pour-expatries-les-bases-avant-de-vivre-au-bresil,/blog/portugais-bresilien-pour-expatries-les-bases-avant-de-vivre-au-bresil,Français
